id_lote,codigo
10419,G80V76K70M50L46V78M
10420,G80V76K70M50M46V78M
10421,G80V76K70M50N46V78M
10422,G80V76K70M50O46V78M
10423,G80V76K70M50P46V78M
10424,G80V76K70M50Q46V78M
10425,G80V76K70M50R46V78M
10426,G80V76K70M50S46V78M
10427,G80V76K70M50T46V78M
10428,G80V76K70M50U46V78M
10429,G80V76K70M51J80T71
10430,G80V76K70M51L46V78M
10431,G80V76K70M51M46V78M
10432,G80V76K70M51N46V78M
10433,G80V76K70M51O46V78M
10434,G80V76K70M51P46V78M
10435,G80V76K70M51Q46V78M
10436,G80V76K70M51R46V78M
10437,G80V76K70M51S46V78M
10438,G80V76K70M51T46V78M
10439,G80V76K70M51U46V78M
10440,G80V76K70M52J80T71
10441,G80V76K70M52L46V78M
10442,G80V76K70M52M46V78M
10443,G80V76K70M52N46V78M
10444,G80V76K70M52O46V78M
10445,G80V76K70M52P46V78M
10446,G80V76K70M52Q46V78M
10447,G80V76K70M52R46V78M
10448,G80V76K70M52S46V78M
10449,G80V76K70M52T46V78M
10450,G80V76K70M52U46V78M
10451,G80V76K70M53J80T71
10452,G80V76K70M53L46V78M
10453,G80V76K70M53M46V78M
10454,G80V76K70M53N46V78M
10455,G80V76K70M53O46V78M
10456,G80V76K70M53P46V78M
10457,G80V76K70M53Q46V78M
10458,G80V76K70M53R46V78M
10459,G80V76K70M53S46V78M
10460,G80V76K70M53T46V78M
10461,G80V76K70M53U46V78M
10462,G80V76K70M54J80T71
10463,G80V76K70M54L46V78M
10464,G80V76K70M54M46V78M
10465,G80V76K70M54N46V78M
10466,G80V76K70M54O46V78M
10467,G80V76K70M54P46V78M
10468,G80V76K70M54Q46V78M
10469,G80V76K70M54R46V78M
10470,G80V76K70M54S46V78M
10471,G80V76K70M54T46V78M
10472,G80V76K70M54U46V78M
10473,G80V76K70M55J80T71
10474,G80V76K70M55L46V78M
10475,G80V76K70M55M46V78M
10476,G80V76K70M55N46V78M
10477,G80V76K70M55O46V78M
10478,G80V76K70M55P46V78M
10479,G80V76K70M55Q46V78M
10480,G80V76K70M55R46V78M
10481,G80V76K70M55S46V78M
10482,G80V76K70M55T46V78M
10483,G80V76K70M55U46V78M
10484,G80V76K70M56J80T71
10485,G80V76K70M56L46V78M
10486,G80V76K70M56M46V78M
10487,G80V76K70M56N46V78M
10488,G80V76K70M56O46V78M
10489,G80V76K70M56P46V78M
10490,G80V76K70M56Q46V78M
10491,G80V76K70M56R46V78M
10492,G80V76K70M56S46V78M
10493,G80V76K70M56T46V78M
10494,G80V76K70M56U46V78M
10495,G80V76K70M57J80T71
10496,G80V76K70M57L46V78M
10497,G80V76K70M57M46V78M
10498,G80V76K70M57N46V78M
10499,G80V76K70M57O46V78M
10500,G80V76K70M57P46V78M
10501,G80V76K70M57Q46V78M
10502,G80V76K70M57R46V78M
10503,G80V76K70M57S46V78M
10504,G80V76K70M57T46V78M
10505,G80V76K70M57U46V78M
10506,G80V76K70N46V78M
10507,G80V76K70N48J80T71
10508,G80V76K70N48L46V78M
10509,G80V76K70N48M46V78M
10510,G80V76K70N48N46V78M
10511,G80V76K70N48O46V78M
10512,G80V76K70N48P46V78M
10513,G80V76K70N48Q46V78M
10514,G80V76K70N48R46V78M
10515,G80V76K70N48S46V78M
10516,G80V76K70N48T46V78M
10517,G80V76K70N48U46V78M
10518,G80V76K70N49J80T71
10519,G80V76K70N49L46V78M
10520,G80V76K70N49M46V78M
10521,G80V76K70N49N46V78M
10522,G80V76K70N49O46V78M
10523,G80V76K70N49P46V78M
10524,G80V76K70N49Q46V78M
10525,G80V76K70N49R46V78M
10526,G80V76K70N49S46V78M
10527,G80V76K70N49T46V78M
10528,G80V76K70N49U46V78M
10529,G80V76K70N50J80T71
10530,G80V76K70N50L46V78M
10531,G80V76K70N50M46V78M
10532,G80V76K70N50N46V78M
10533,G80V76K70N50O46V78M
10534,G80V76K70N50P46V78M
10535,G80V76K70N50Q46V78M
10536,G80V76K70N50R46V78M
10537,G80V76K70N50S46V78M
10538,G80V76K70N50T46V78M
10539,G80V76K70N50U46V78M
10540,G80V76K70N51J80T71
10541,G80V76K70N51L46V78M
10542,G80V76K70N51M46V78M
10543,G80V76K70N51N46V78M
10544,G80V76K70N51O46V78M
10545,G80V76K70N51P46V78M
10546,G80V76K70N51Q46V78M
10547,G80V76K70N51R46V78M
10548,G80V76K70N51S46V78M
10549,G80V76K70N51T46V78M
10550,G80V76K70N51U46V78M
10551,G80V76K70N52J80T71
10552,G80V76K70N52L46V78M
10553,G80V76K70N52M46V78M
10554,G80V76K70N52N46V78M
10555,G80V76K70N52O46V78M
10556,G80V76K70N52P46V78M
10557,G80V76K70N52Q46V78M
10558,G80V76K70N52R46V78M
10559,G80V76K70N52S46V78M
10560,G80V76K70N52T46V78M
10561,G80V76K70N52U46V78M
10562,G80V76K70N53J80T71
10563,G80V76K70N53L46V78M
10564,G80V76K70N53M46V78M
10565,G80V76K70N53N46V78M
10566,G80V76K70N53O46V78M
10567,G80V76K70N53P46V78M
10568,G80V76K70N53Q46V78M
10569,G80V76K70N53R46V78M
10570,G80V76K70N53S46V78M
10571,G80V76K70N53T46V78M
10572,G80V76K70N53U46V78M
10573,G80V76K70N54J80T71
10574,G80V76K70N54L46V78M
10575,G80V76K70N54M46V78M
10576,G80V76K70N54N46V78M
10577,G80V76K70N54O46V78M
10578,G80V76K70N54P46V78M
10579,G80V76K70N54Q46V78M
10580,G80V76K70N54R46V78M
10581,G80V76K70N54S46V78M
10582,G80V76K70N54T46V78M
10583,G80V76K70N54U46V78M
10584,G80V76K70N55J80T71
10585,G80V76K70N55L46V78M
10586,G80V76K70N55M46V78M
10587,G80V76K70N55N46V78M
10588,G80V76K70N55O46V78M
10589,G80V76K70N55P46V78M
10590,G80V76K70N55Q46V78M
10591,G80V76K70N55R46V78M
10592,G80V76K70N55S46V78M
10593,G80V76K70N55T46V78M
10594,G80V76K70N55U46V78M
10595,G80V76K70N56J80T71
10596,G80V76K70N56L46V78M
10597,G80V76K70N56M46V78M
10598,G80V76K70N56N46V78M
10599,G80V76K70N56O46V78M
10600,G80V76K70N56P46V78M
10601,G80V76K70N56Q46V78M
10602,G80V76K70N56R46V78M
10603,G80V76K70N56S46V78M
10604,G80V76K70N56T46V78M
10605,G80V76K70N56U46V78M
10606,G80V76K70N57J80T71
10607,G80V76K70N57L46V78M
10608,G80V76K70N57M46V78M
10609,G80V76K70N57N46V78M
10610,G80V76K70N57O46V78M
10611,G80V76K70N57P46V78M
10612,G80V76K70N57Q46V78M
10613,G80V76K70N57R46V78M
10614,G80V76K70N57S46V78M
10615,G80V76K70N57T46V78M
10616,G80V76K70N57U46V78M
10617,G80V76K70O46V78M
10618,G80V76K70O48J80T71
10619,G80V76K70O48L46V78M
10620,G80V76K70O48M46V78M
10621,G80V76K70O48N46V78M
10622,G80V76K70O48O46V78M
10623,G80V76K70O48O49J80T71
10624,G80V76K70O48O49L48L46V78M
10625,G80V76K70O48O49L49L46V78M
10626,G80V76K70O48O49L49Q46V78M
10627,G80V76K70O48O49L49U46V78M
10628,G80V76K70O48O49L50O46V78M
10629,G80V76K70O48O49L52M46V78M
10630,G80V76K70O48O49L53O46V78M
10631,G80V76K70O48O49L55M46V78M
10632,G80V76K70O48O49L55R46V78M
10633,G80V76K70O48O49L56U46V78M
10634,G80V76K70O48O49M49J80T71
10635,G80V76K70O48O49M49R46V78M
10636,G80V76K70O48O49M51S46V78M
10637,G80V76K70O48O49M52J80T71
10638,G80V76K70O48O49M52Q46V78M
10639,G80V76K70O48O49M54Q46V78M
10640,G80V76K70O48O49N51P46V78M
10641,G80V76K70O48O49N56S46V78M
10642,G80V76K70O48O49O48M46V78M
10643,G80V76K70O48O49O50L46V78M
10644,G80V76K70O48O49O50Q46V78M
10645,G80V76K70O48O49O50R46V78M
10646,G80V76K70O48O49O51Q46V78M
10647,G80V76K70O48O49O54J80T71
10648,G80V76K70O48O49O55N46V78M
10649,G80V76K70O48O49O55S46V78M
10650,G80V76K70O48O49O56N46V78M
10651,G80V76K70O48O49O57O46V78M
10652,G80V76K70O48O49O57S46V78M
10653,G80V76K70O48O49P49R46V78M
10654,G80V76K70O48O49P50J80T71
10655,G80V76K70O48O49P51L46V78M
10656,G80V76K70O48O49P54R46V78M
10657,G80V76K70O48O49P55O46V78M
10658,G80V76K70O48O49P55Q46V78M
10659,G80V76K70O48O49P55T46V78M
10660,G80V76K70O48O49P57M46V78M
10661,G80V76K70O48O49Q48M46V78M
10662,G80V76K70O48O49Q51S46V78M
10663,G80V76K70O48O49Q51T46V78M
10664,G80V76K70O48O49Q52O46V78M
10665,G80V76K70O48O49Q52T46V78M
10666,G80V76K70O48O49Q52U46V78M
10667,G80V76K70O48O49Q55L46V78M
10668,G80V76K70O48O49R48O46V78M
10669,G80V76K70O48O49R48R46V78M
10670,G80V76K70O48O49R49R46V78M
10671,G80V76K70O48O49R49T46V78M
10672,G80V76K70O48O49R51L46V78M
10673,G80V76K70O48O49R55O46V78M
10674,G80V76K70O48O49R55P46V78M
10675,G80V76K70O48O49R56O46V78M
10676,G80V76K70O48O49S49T46V78M
10677,G80V76K70O48O49S51T46V78M
10678,G80V76K70O48O49S51U46V78M
10679,G80V76K70O48O49S54Q46V78M
10680,G80V76K70O48O49S55L46V78M
10681,G80V76K70O48O49S57N46V78M
10682,G80V76K70O48O49T48J80T71
10683,G80V76K70O48O49T49T46V78M
10684,G80V76K70O48O49T51O46V78M
10685,G80V76K70O48O49T52L46V78M
10686,G80V76K70O48O49T53S46V78M
10687,G80V76K70O48O49T54M46V78M
10688,G80V76K70O48O49T54Q46V78M
10689,G80V76K70O48O49T54U46V78M
10690,G80V76K70O48O49T56P46V78M
10691,G80V76K70O48O49U48M46V78M
10692,G80V76K70O48O49U48Q46V78M
10693,G80V76K70O48O49U53J80T71
10694,G80V76K70O48O49U54J80T71
10695,G80V76K70O48O49U55N46V78M
10696,G80V76K70O48O49U55U46V78M
10697,G80V76K70O48O50L48P46V78M
10698,G80V76K70O48O50L50M46V78M
10699,G80V76K70O48O50L50Q46V78M
10700,G80V76K70O48O50L50R46V78M
10701,G80V76K70O48O50L51P46V78M
10702,G80V76K70O48O50L53T46V78M
10703,G80V76K70O48O50L53U46V78M
10704,G80V76K70O48O50L54O46V78M
10705,G80V76K70O48O50L55J80T71
10706,G80V76K70O48O50L55M46V78M
10707,G80V76K70O48O50L55P46V78M
10708,G80V76K70O48O50L55T46V78M
10709,G80V76K70O48O50L56Q46V78M
10710,G80V76K70O48O50L56T46V78M
10711,G80V76K70O48O50L57U46V78M
10712,G80V76K70O48O50M48N46V78M
10713,G80V76K70O48O50M48P46V78M
10714,G80V76K70O48O50M49T46V78M
10715,G80V76K70O48O50M50M46V78M
10716,G80V76K70O48O50M51J80T71
10717,G80V76K70O48O50M51R46V78M
10718,G80V76K70O48O50M51S46V78M
10719,G80V76K70O48O50M51T46V78M
10720,G80V76K70O48O50M52M46V78M
10721,G80V76K70O48O50M52N46V78M
10722,G80V76K70O48O50M52P46V78M
10723,G80V76K70O48O50M52S46V78M
10724,G80V76K70O48O50M54R46V78M
10725,G80V76K70O48O50M55M46V78M
10726,G80V76K70O48O50M56U46V78M
10727,G80V76K70O48O50N48M46V78M
10728,G80V76K70O48O50N48O46V78M
10729,G80V76K70O48O50N49Q46V78M
10730,G80V76K70O48O50N50J80T71
10731,G80V76K70O48O50N52L46V78M
10732,G80V76K70O48O50N52M46V78M
10733,G80V76K70O48O50N52P46V78M
10734,G80V76K70O48O50N54P46V78M
10735,G80V76K70O48O50N55L46V78M
10736,G80V76K70O48O50N55P46V78M
10737,G80V76K70O48O50N55S46V78M
10738,G80V76K70O48O50N57O46V78M
10739,G80V76K70O48O50N57U46V78M
10740,G80V76K70O48O50O48Q46V78M
10741,G80V76K70O48O50O48U46V78M
10742,G80V76K70O48O50O49R46V78M
10743,G80V76K70O48O50O49S46V78M
10744,G80V76K70O48O50O50J80T71
10745,G80V76K70O48O50O50R46V78M
10746,G80V76K70O48O50O51L46V78M
10747,G80V76K70O48O50O52N46V78M
10748,G80V76K70O48O50O52T46V78M
10749,G80V76K70O48O50O54P46V78M
10750,G80V76K70O48O50O55P46V78M
10751,G80V76K70O48O50O56J80T71
10752,G80V76K70O48O50O56P46V78M
10753,G80V76K70O48O50O56U46V78M
10754,G80V76K70O48O50P48O46V78M
10755,G80V76K70O48O50P49M46V78M
10756,G80V76K70O48O50P50M46V78M
10757,G80V76K70O48O50P50T46V78M
10758,G80V76K70O48O50P52S46V78M
10759,G80V76K70O48O50P52T46V78M
10760,G80V76K70O48O50P54O46V78M
10761,G80V76K70O48O50P57Q46V78M
10762,G80V76K70O48O50P57T46V78M
10763,G80V76K70O48O50Q46V78M
10764,G80V76K70O48O50Q48J80T71
10765,G80V76K70O48O50Q48S46V78M
10766,G80V76K70O48O50Q48U46V78M
10767,G80V76K70O48O50Q49J80T71
10768,G80V76K70O48O50Q49T46V78M
10769,G80V76K70O48O50Q49U46V78M
10770,G80V76K70O48O50Q51N46V78M
10771,G80V76K70O48O50Q51S46V78M
10772,G80V76K70O48O50Q52N46V78M
10773,G80V76K70O48O50Q53O46V78M
10774,G80V76K70O48O50Q53S46V78M
10775,G80V76K70O48O50Q55P46V78M
10776,G80V76K70O48O50Q56T46V78M
10777,G80V76K70O48O50Q57O46V78M
10778,G80V76K70O48O50Q57S46V78M
10779,G80V76K70O48O50R48J80T71
10780,G80V76K70O48O50R48U46V78M
10781,G80V76K70O48O50R49N46V78M
10782,G80V76K70O48O50R49P46V78M
10783,G80V76K70O48O50R52N46V78M
10784,G80V76K70O48O50R52U46V78M
10785,G80V76K70O48O50R53L46V78M
10786,G80V76K70O48O50R53M46V78M
10787,G80V76K70O48O50R53N46V78M
10788,G80V76K70O48O50R54L46V78M
10789,G80V76K70O48O50R54O46V78M
10790,G80V76K70O48O50R55O46V78M
10791,G80V76K70O48O50R56J80T71
10792,G80V76K70O48O50R56N46V78M
10793,G80V76K70O48O50R56R46V78M
10794,G80V76K70O48O50R56U46V78M
10795,G80V76K70O48O50S50Q46V78M
10796,G80V76K70O48O50S51Q46V78M
10797,G80V76K70O48O50S51U46V78M
10798,G80V76K70O48O50S52Q46V78M
10799,G80V76K70O48O50S53J80T71
10800,G80V76K70O48O50S54P46V78M
10801,G80V76K70O48O50S56M46V78M
10802,G80V76K70O48O50S56R46V78M
10803,G80V76K70O48O50S57U46V78M
10804,G80V76K70O48O50T53J80T71
10805,G80V76K70O48O50T53M46V78M
10806,G80V76K70O48O50T53R46V78M
10807,G80V76K70O48O50T55N46V78M
10808,G80V76K70O48O50T56P46V78M
10809,G80V76K70O48O50U49N46V78M
10810,G80V76K70O48O50U49U46V78M
10811,G80V76K70O48O50U53R46V78M
10812,G80V76K70O48O50U55O46V78M
10813,G80V76K70O48O50U56O46V78M
10814,G80V76K70O48O50U56R46V78M
10815,G80V76K70O48O50U57Q46V78M
10816,G80V76K70O48O51L48U46V78M
10817,G80V76K70O48O51L49L46V78M
10818,G80V76K70O48O51L50J80T71
10819,G80V76K70O48O51L50N46V78M
10820,G80V76K70O48O51L52Q46V78M
10821,G80V76K70O48O51L55M46V78M
10822,G80V76K70O48O51L55R46V78M
10823,G80V76K70O48O51L56N46V78M
10824,G80V76K70O48O51L56P46V78M
10825,G80V76K70O48O51M48U46V78M
10826,G80V76K70O48O51M49R46V78M
10827,G80V76K70O48O51M50M46V78M
10828,G80V76K70O48O51M51T46V78M
10829,G80V76K70O48O51M52J80T71
10830,G80V76K70O48O51M52N46V78M
10831,G80V76K70O48O51M52Q46V78M
10832,G80V76K70O48O51M53T46V78M
10833,G80V76K70O48O51M53U46V78M
10834,G80V76K70O48O51M54N46V78M
10835,G80V76K70O48O51M54P46V78M
10836,G80V76K70O48O51N49U46V78M
10837,G80V76K70O48O51N50J80T71
10838,G80V76K70O48O51N50N46V78M
10839,G80V76K70O48O51N50T46V78M
10840,G80V76K70O48O51N52N46V78M
10841,G80V76K70O48O51N52U46V78M
10842,G80V76K70O48O51N53M46V78M
10843,G80V76K70O48O51N54L46V78M
10844,G80V76K70O48O51N54U46V78M
10845,G80V76K70O48O51N55Q46V78M
10846,G80V76K70O48O51N55R46V78M
10847,G80V76K70O48O51N56L46V78M
10848,G80V76K70O48O51N56Q46V78M
10849,G80V76K70O48O51N57P46V78M
10850,G80V76K70O48O51N57R46V78M
10851,G80V76K70O48O51O48N46V78M
10852,G80V76K70O48O51O49J80T71
10853,G80V76K70O48O51O51L46V78M
10854,G80V76K70O48O51O52L46V78M
10855,G80V76K70O48O51O54P46V78M
10856,G80V76K70O48O51O56M46V78M
10857,G80V76K70O48O51P49M46V78M
10858,G80V76K70O48O51Q48P46V78M
10859,G80V76K70O48O51Q49U46V78M
10860,G80V76K70O48O51Q51N46V78M
10861,G80V76K70O48O51Q51O46V78M
10862,G80V76K70O48O51Q53T46V78M
10863,G80V76K70O48O51Q54J80T71
10864,G80V76K70O48O51Q54S46V78M
10865,G80V76K70O48O51Q55S46V78M
10866,G80V76K70O48O51Q56L46V78M
10867,G80V76K70O48O51Q56M46V78M
10868,G80V76K70O48O51Q57R46V78M
10869,G80V76K70O48O51R48J80T71
10870,G80V76K70O48O51R49P46V78M
10871,G80V76K70O48O51R51R46V78M
10872,G80V76K70O48O51R51S46V78M
10873,G80V76K70O48O51R52N46V78M
10874,G80V76K70O48O51R52R46V78M
10875,G80V76K70O48O51R54N46V78M
10876,G80V76K70O48O51R55U46V78M
10877,G80V76K70O48O51R56M46V78M
10878,G80V76K70O48O51R57Q46V78M
10879,G80V76K70O48O51R57T46V78M
10880,G80V76K70O48O51S49O46V78M
10881,G80V76K70O48O51S52Q46V78M
10882,G80V76K70O48O51S53J80T71
10883,G80V76K70O48O51S53L46V78M
10884,G80V76K70O48O51S53S46V78M
10885,G80V76K70O48O51S54J80T71
10886,G80V76K70O48O51S55N46V78M
10887,G80V76K70O48O51S56J80T71
10888,G80V76K70O48O51S56O46V78M
10889,G80V76K70O48O51S57N46V78M
10890,G80V76K70O48O51T49N46V78M
10891,G80V76K70O48O51T50U46V78M
10892,G80V76K70O48O51T51M46V78M
10893,G80V76K70O48O51T52T46V78M
10894,G80V76K70O48O51T53R46V78M
10895,G80V76K70O48O51T54N46V78M
10896,G80V76K70O48O51T54O46V78M
10897,G80V76K70O48O51T55S46V78M
10898,G80V76K70O48O51T56J80T71
10899,G80V76K70O48O51T57S46V78M
10900,G80V76K70O48O51T57T46V78M
10901,G80V76K70O48O51U48Q46V78M
10902,G80V76K70O48O51U48U46V78M
10903,G80V76K70O48O51U49T46V78M
10904,G80V76K70O48O51U53S46V78M
10905,G80V76K70O48O51U55Q46V78M
10906,G80V76K70O48O51U56S46V78M
10907,G80V76K70O48O51U56T46V78M
10908,G80V76K70O48O52L48J80T71
10909,G80V76K70O48O52L49S46V78M
10910,G80V76K70O48O52L50S46V78M
10911,G80V76K70O48O52L51N46V78M
10912,G80V76K70O48O52L52L46V78M
10913,G80V76K70O48O52L54L46V78M
10914,G80V76K70O48O52L54O46V78M
10915,G80V76K70O48O52L54S46V78M
10916,G80V76K70O48O52L55L46V78M
10917,G80V76K70O48O52M49L46V78M
10918,G80V76K70O48O52M51J80T71
10919,G80V76K70O48O52M51L46V78M
10920,G80V76K70O48O52M51Q46V78M
10921,G80V76K70O48O52M52L46V78M
10922,G80V76K70O48O52M52M46V78M
10923,G80V76K70O48O52M53O46V78M
10924,G80V76K70O48O52M53S46V78M
10925,G80V76K70O48O52M53T46V78M
10926,G80V76K70O48O52M54P46V78M
10927,G80V76K70O48O52M54Q46V78M
10928,G80V76K70O48O52M55L46V78M
10929,G80V76K70O48O52M55U46V78M
10930,G80V76K70O48O52M56J80T71
10931,G80V76K70O48O52M57M46V78M
10932,G80V76K70O48O52M57Q46V78M
10933,G80V76K70O48O52N46V78M
10934,G80V76K70O48O52N48N46V78M
10935,G80V76K70O48O52N50O46V78M
10936,G80V76K70O48O52N50Q46V78M
10937,G80V76K70O48O52N51P46V78M
10938,G80V76K70O48O52N52T46V78M
10939,G80V76K70O48O52N53O46V78M
10940,G80V76K70O48O52N53T46V78M
10941,G80V76K70O48O52N53U46V78M
10942,G80V76K70O48O52N55O46V78M
10943,G80V76K70O48O52N56O46V78M
10944,G80V76K70O48O52N56S46V78M
10945,G80V76K70O48O52N57U46V78M
10946,G80V76K70O48O52O48R46V78M
10947,G80V76K70O48O52O49N46V78M
10948,G80V76K70O48O52O49Q46V78M
10949,G80V76K70O48O52O50M46V78M
10950,G80V76K70O48O52O50O46V78M
10951,G80V76K70O48O52O55Q46V78M
10952,G80V76K70O48O52O57N46V78M
10953,G80V76K70O48O52P48N46V78M
10954,G80V76K70O48O52P51Q46V78M
10955,G80V76K70O48O52P51R46V78M
10956,G80V76K70O48O52P53Q46V78M
10957,G80V76K70O48O52P53U46V78M
10958,G80V76K70O48O52P54N46V78M
10959,G80V76K70O48O52P55U46V78M
10960,G80V76K70O48O52Q48J80T71
10961,G80V76K70O48O52Q48Q46V78M
10962,G80V76K70O48O52Q50Q46V78M
10963,G80V76K70O48O52Q50U46V78M
10964,G80V76K70O48O52Q51M46V78M
10965,G80V76K70O48O52Q51O46V78M
10966,G80V76K70O48O52Q51P46V78M
10967,G80V76K70O48O52Q57R46V78M
10968,G80V76K70O48O52R49Q46V78M
10969,G80V76K70O48O52R50J80T71
10970,G80V76K70O48O52R51L46V78M
10971,G80V76K70O48O52R51M46V78M
10972,G80V76K70O48O52R54Q46V78M
10973,G80V76K70O48O52R55N46V78M
10974,G80V76K70O48O52R55R46V78M
10975,G80V76K70O48O52R55U46V78M
10976,G80V76K70O48O52R56J80T71
10977,G80V76K70O48O52R57Q46V78M
10978,G80V76K70O48O52R57R46V78M
10979,G80V76K70O48O52R57T46V78M
10980,G80V76K70O48O52R57U46V78M
10981,G80V76K70O48O52S50Q46V78M
10982,G80V76K70O48O52S52U46V78M
10983,G80V76K70O48O52S53N46V78M
10984,G80V76K70O48O52S53P46V78M
10985,G80V76K70O48O52S53R46V78M
10986,G80V76K70O48O52S54J80T71
10987,G80V76K70O48O52S54M46V78M
10988,G80V76K70O48O52S55P46V78M
10989,G80V76K70O48O52S56J80T71
10990,G80V76K70O48O52S56N46V78M
10991,G80V76K70O48O52S57P46V78M
10992,G80V76K70O48O52S57T46V78M
10993,G80V76K70O48O52S57U46V78M
10994,G80V76K70O48O52T50L46V78M
10995,G80V76K70O48O52T50S46V78M
10996,G80V76K70O48O52T51J80T71
10997,G80V76K70O48O52T51N46V78M
10998,G80V76K70O48O52T54U46V78M
10999,G80V76K70O48O52T55Q46V78M
11000,G80V76K70O48O52U50M46V78M
11001,G80V76K70O48O52U51L46V78M
11002,G80V76K70O48O52U51M46V78M
11003,G80V76K70O48O52U51R46V78M
11004,G80V76K70O48O52U52J80T71
11005,G80V76K70O48O52U52O46V78M
11006,G80V76K70O48O52U53U46V78M
11007,G80V76K70O48O52U54P46V78M
11008,G80V76K70O48O52U55T46V78M
11009,G80V76K70O48O52U56J80T71
11010,G80V76K70O48O52U56P46V78M
11011,G80V76K70O48O52U56R46V78M
11012,G80V76K70O48O52U57M46V78M
11013,G80V76K70O48O52U57U46V78M
11014,G80V76K70O48O53L49J80T71
11015,G80V76K70O48O53L49R46V78M
11016,G80V76K70O48O53L50L46V78M
11017,G80V76K70O48O53L51J80T71
11018,G80V76K70O48O53L52T46V78M
11019,G80V76K70O48O53L54N46V78M
11020,G80V76K70O48O53L57P46V78M
11021,G80V76K70O48O53M48P46V78M
11022,G80V76K70O48O53M48T46V78M
11023,G80V76K70O48O53M50J80T71
11024,G80V76K70O48O53M51T46V78M
11025,G80V76K70O48O53M54J80T71
11026,G80V76K70O48O53M54S46V78M
11027,G80V76K70O48O53M55O46V78M
11028,G80V76K70O48O53M56M46V78M
11029,G80V76K70O48O53M56R46V78M
11030,G80V76K70O48O53M57Q46V78M
11031,G80V76K70O48O53M57R46V78M
11032,G80V76K70O48O53N48N46V78M
11033,G80V76K70O48O53N51M46V78M
11034,G80V76K70O48O53N51S46V78M
11035,G80V76K70O48O53N52P46V78M
11036,G80V76K70O48O53N53T46V78M
11037,G80V76K70O48O53N54J80T71
11038,G80V76K70O48O53N54T46V78M
11039,G80V76K70O48O53N55N46V78M
11040,G80V76K70O48O53N56L46V78M
11041,G80V76K70O48O53N56N46V78M
11042,G80V76K70O48O53N57L46V78M
11043,G80V76K70O48O53N57N46V78M
11044,G80V76K70O48O53O48P46V78M
11045,G80V76K70O48O53O51S46V78M
11046,G80V76K70O48O53O51T46V78M
11047,G80V76K70O48O53O52P46V78M
11048,G80V76K70O48O53O54S46V78M
11049,G80V76K70O48O53P49R46V78M
11050,G80V76K70O48O53P49U46V78M
11051,G80V76K70O48O53P50T46V78M
11052,G80V76K70O48O53P51M46V78M
11053,G80V76K70O48O53P51S46V78M
11054,G80V76K70O48O53P51U46V78M
11055,G80V76K70O48O53P52Q46V78M
11056,G80V76K70O48O53P53R46V78M
11057,G80V76K70O48O53P53U46V78M
11058,G80V76K70O48O53P54L46V78M
11059,G80V76K70O48O53P54P46V78M
11060,G80V76K70O48O53P54R46V78M
11061,G80V76K70O48O53P55U46V78M
11062,G80V76K70O48O53P56S46V78M
11063,G80V76K70O48O53Q50J80T71
11064,G80V76K70O48O53Q53T46V78M
11065,G80V76K70O48O53Q54T46V78M
11066,G80V76K70O48O53Q56L46V78M
11067,G80V76K70O48O53Q57Q46V78M
11068,G80V76K70O48O53Q57U46V78M
11069,G80V76K70O48O53R50J80T71
11070,G80V76K70O48O53R52N46V78M
11071,G80V76K70O48O53R52Q46V78M
11072,G80V76K70O48O53R55J80T71
11073,G80V76K70O48O53R56U46V78M
11074,G80V76K70O48O53R57J80T71
11075,G80V76K70O48O53S48J80T71
11076,G80V76K70O48O53S48Q46V78M
11077,G80V76K70O48O53S48R46V78M
11078,G80V76K70O48O53S48S46V78M
11079,G80V76K70O48O53S49R46V78M
11080,G80V76K70O48O53S51J80T71
11081,G80V76K70O48O53S52U46V78M
11082,G80V76K70O48O53S53J80T71
11083,G80V76K70O48O53S54P46V78M
11084,G80V76K70O48O53S54R46V78M
11085,G80V76K70O48O53S55J80T71
11086,G80V76K70O48O53S56S46V78M
11087,G80V76K70O48O53T48S46V78M
11088,G80V76K70O48O53T50S46V78M
11089,G80V76K70O48O53T51M46V78M
11090,G80V76K70O48O53T51R46V78M
11091,G80V76K70O48O53T54O46V78M
11092,G80V76K70O48O53T57J80T71
11093,G80V76K70O48O53U53M46V78M
11094,G80V76K70O48O53U55T46V78M
11095,G80V76K70O48O53U57U46V78M
11096,G80V76K70O48O54L48J80T71
11097,G80V76K70O48O54L48O46V78M
11098,G80V76K70O48O54L48Q46V78M
11099,G80V76K70O48O54L52O46V78M
11100,G80V76K70O48O54L56P46V78M
11101,G80V76K70O48O54L56Q46V78M
11102,G80V76K70O48O54L57M46V78M
11103,G80V76K70O48O54M49M46V78M
11104,G80V76K70O48O54M49R46V78M
11105,G80V76K70O48O54M50J80T71
11106,G80V76K70O48O54M52S46V78M
11107,G80V76K70O48O54M52U46V78M
11108,G80V76K70O48O54M54J80T71
11109,G80V76K70O48O54M54L46V78M
11110,G80V76K70O48O54M54O46V78M
11111,G80V76K70O48O54M55S46V78M
11112,G80V76K70O48O54M56N46V78M
11113,G80V76K70O48O54M57M46V78M
11114,G80V76K70O48O54M57P46V78M
11115,G80V76K70O48O54N49T46V78M
11116,G80V76K70O48O54N50P46V78M
11117,G80V76K70O48O54N50R46V78M
11118,G80V76K70O48O54N51P46V78M
11119,G80V76K70O48O54N52J80T71
11120,G80V76K70O48O54N52M46V78M
11121,G80V76K70O48O54N54U46V78M
